worker_id,platform,tenure_months,avg_rating,completion_rate,cancellation_rate,jobs_completed,tenure_normalized,cancellation_reliability,jobs_completed_log,average_monthly_jobs,income_mean,income_volatility,income_consistency,income_trend,income_trend_normalized,recent_income_change,work_volume_trend,work_volume_trend_normalized,latent_reliability
W00074,Delivery,12,4.24,0.83,0.135,1039,0.2,0.865,6.946975992135418,87.25,29091.25,0.1111913045403793,0.8999350480101432,-151.5629370629378,-0.0052099149078481,-0.0261669796078773,1.0244755244755246,0.011741839822069,0.48885028012792836
W00075,Delivery,15,3.88,0.864,0.075,686,0.25,0.925,6.532334292222349,42.75,23253.0,0.1621004677256288,0.8605107972782431,49.37762237762275,0.002123494705097,-0.0606745107009593,0.4650349650349646,0.0108780108780108,0.36694312723233974
W00076,Delivery,57,4.39,0.529,0.111,3802,0.95,0.889,8.24354550792826,61.25,30613.666666666668,0.1293704552749705,0.8854490529031305,-228.18881118881123,-0.0074538216435626,-0.0637453822108553,-1.989510489510488,-0.0324818039103753,0.35131377044809875
W00077,Delivery,12,4.12,0.798,0.041,333,0.2,0.959,5.811140992976701,26.25,11212.333333333334,0.2552300166976653,0.7966667357357022,-69.76923076923059,-0.006222543398867,-0.109257166881257,0.3181818181818172,0.012121212121212,0.19170192980861614
W00078,Home Services,35,4.37,0.79,0.251,1913,0.5833333333333334,0.749,7.5569505720129,52.083333333333336,18974.833333333332,0.1226593347499139,0.8907421593058434,-254.13986013986025,-0.0133935226557911,-0.0690212821010415,0.7377622377622373,0.0141650349650349,0.5174791965893112
W00079,Ride-Hailing,17,4.23,0.827,0.045,1076,0.2833333333333333,0.955,6.981934677156389,53.083333333333336,33813.416666666664,0.1940390630958418,0.8374935384502852,654.8916083916081,0.0193678034623812,0.2622194228126431,-0.513986013986014,-0.0096826250672404,0.5394922601647387
W00080,Home Services,21,4.32,0.697,0.23,991,0.35,0.77,6.899723107284872,54.083333333333336,13196.166666666666,0.1455885759140782,0.8729137327526931,77.22377622377644,0.0058519855177975,0.0111009439414371,-0.2272727272727293,-0.0042022692253817,0.23821918661049335
W00081,Home Services,12,4.28,0.79,0.342,405,0.2,0.6579999999999999,6.0063531596017325,32.833333333333336,35041.25,0.1532859140545285,0.867087673415145,37.51398601398556,0.001070566432818,-0.0344685039370078,-0.4055944055944053,-0.0123531291043981,0.21758549955111542
W00082,Ride-Hailing,18,4.79,0.855,0.135,1279,0.3,0.865,7.154615356913663,67.41666666666667,36190.25,0.0897273429211492,0.9176607400887786,-374.751748251748,-0.0103550472365277,-0.0631634958434738,-1.143356643356643,-0.0169595546604199,0.5584658371013221
W00083,Home Services,25,4.54,0.701,0.031,1593,0.4166666666666667,0.969,7.374001859350161,75.08333333333333,26919.75,0.0890684056874068,0.9182159676818576,-145.89860139860048,-0.0054197606366552,-0.0186862571601546,1.472027972027972,0.0196052560092515,0.5074398684666049
W00084,Delivery,21,4.82,0.554,0.069,930,0.35,0.931,6.836259277277067,50.333333333333336,16185.5,0.1384264060489438,0.8784054855777893,124.979020979021,0.0077216657489123,0.0586261214985275,-0.2237762237762238,-0.0044458852405872,0.30356006873050423
W00085,Delivery,19,4.56,0.719,0.036,319,0.3166666666666666,0.964,5.768320995793772,17.333333333333332,16055.416666666666,0.1518037867493709,0.8682034314387933,-8.178321678321533,-0.0005093808431207,0.0051646852465407,0.0979020979020978,0.0056481979558902,0.30258964479139994
W00086,Delivery,30,4.78,0.803,0.35,2044,0.5,0.65,7.623153068476902,68.25,23465.916666666668,0.1923996207799491,0.8386450167988979,391.8006993006988,0.0166965861537065,0.1338713729430976,1.1013986013985997,0.0161377084454007,0.6615325493608292
W00087,Home Services,12,4.47,0.936,0.111,763,0.2,0.889,6.638567789166521,60.583333333333336,30564.833333333332,0.0662541506017322,0.9378627032172936,-212.09790209790273,-0.0069392788694382,-0.0589032780250909,-0.115384615384616,-0.0019045603639826,0.6237666954235591
W00088,Ride-Hailing,25,4.95,0.757,0.209,2215,0.4166666666666667,0.791,7.703459047867175,90.41666666666669,42119.833333333336,0.206935596488757,0.828544624012434,407.09790209790066,0.0096652306023187,0.1125953225489267,0.1363636363636351,0.0015081692501047,0.6035277549751872
W00089,Delivery,12,4.67,0.949,0.265,435,0.2,0.735,6.077642243349034,34.25,23622.75,0.3978123993628142,0.715403583811279,-241.26923076923023,-0.0102134269197798,-0.3165188011671727,0.2342657342657342,0.0068398754530141,0.1632155459065082
W00090,Ride-Hailing,41,4.36,0.5,0.298,3627,0.6833333333333333,0.702,8.196436811235028,86.91666666666667,17460.666666666668,0.1897584751520846,0.840506725427757,155.25874125874134,0.0088919137065446,0.0510622510349135,1.0524475524475558,0.0121086966724551,0.2790807943486651
W00091,Delivery,19,4.7,0.775,0.35,1038,0.3166666666666666,0.65,6.946013991099227,44.75,37277.916666666664,0.2633705329206408,0.7915334210686513,-363.6258741258732,-0.0097544580448891,-0.030637552125304,0.5559440559440562,0.012423330859085,0.34680052335127887
W00092,Home Services,34,4.56,0.687,0.074,3335,0.5666666666666667,0.926,8.112527763478637,97.33333333333331,40820.5,0.1578125091837066,0.8636976989521652,1236.9300699300704,0.0303016883656513,0.3403498459542728,-1.1118881118881123,-0.0114235079988504,0.6197436231278819
W00093,Ride-Hailing,12,4.5,0.5,0.065,482,0.2,0.935,6.180016653652572,43.333333333333336,26180.916666666668,0.318683086565506,0.7583323166785189,-51.87762237762339,-0.0019815051947235,-0.1018345733465817,-0.8531468531468539,-0.0196880043033889,0.08491340699818581
W00094,Delivery,31,4.57,0.902,0.074,2048,0.5166666666666667,0.926,7.6251071482389,65.75,28835.833333333332,0.1054959053536519,0.9045714191768957,-394.44755244755385,-0.0136790758875549,-0.0999700895014149,-1.1433566433566429,-0.017389454651812,0.7104546496684683
W00095,Delivery,13,4.74,0.848,0.01,291,0.2166666666666666,0.99,5.676753802268282,23.0,34808.0,0.3081174716300781,0.7644573378825641,-2486.6433566433584,-0.0714388461458101,-0.483291183749645,-0.2727272727272726,-0.0118577075098814,0.08981408272484491
W00096,Ride-Hailing,21,4.02,0.952,0.15,1030,0.35,0.85,6.93828448401696,52.416666666666664,8281.583333333334,0.1206414194102144,0.8923460999025834,47.25524475524463,0.0057060640282447,0.0335040169506488,0.0104895104895103,0.0002001178471766,0.4269348969228871
W00097,Delivery,31,4.46,0.814,0.098,1474,0.5166666666666667,0.902,7.29641326877392,53.416666666666664,24336.416666666668,0.1017983458061318,0.9076070987094732,-381.98951048951017,-0.0156962101578708,-0.155198269292229,-1.1083916083916094,-0.0207499209059271,0.3780424672047023
W00098,Delivery,20,4.72,0.919,0.122,1280,0.3333333333333333,0.878,7.155396301896734,63.5,20644.5,0.0736896694038949,0.931367813713988,-11.293706293706729,-0.0005470564215024,-0.0266133212388234,-0.1888111888111882,-0.0029734045482076,0.6970137004989229
W00099,Delivery,29,4.61,0.923,0.126,1570,0.4833333333333333,0.874,7.359467638255621,46.5,15455.5,0.116138814617461,0.8959459046702306,-235.08391608391577,-0.0152103727529951,-0.1145107010096122,-0.06993006993007,-0.0015038724716144,0.7615976725712593
W00100,Freelance,17,4.27,0.71,0.155,915,0.2833333333333333,0.845,6.82001636467413,55.0,26652.5,0.1699351674282996,0.8547482183975684,350.0769230769232,0.0131348625110936,0.2263236918892886,0.9370629370629372,0.0170375079465988,0.28360207385975433
W00101,Freelance,42,3.96,0.919,0.308,3350,0.7,0.692,8.11701408773731,76.66666666666667,25474.833333333332,0.2356045384441664,0.8093204329430255,-273.1188811188819,-0.0107211253375114,0.0,-0.6503496503496491,-0.0084828215262997,0.32306048468038207
W00102,Home Services,19,4.98,0.949,0.071,864,0.3166666666666666,0.929,6.762729506931879,43.166666666666664,24752.75,0.3478807551713456,0.7419053919742906,572.898601398602,0.0231448465887063,0.1199558711562069,0.678321678321679,0.0157140157140157,0.73758692309712
W00103,Delivery,19,4.5,0.612,0.066,1008,0.3166666666666666,0.934,6.9167150203536085,45.0,25522.166666666668,0.1998867500858617,0.8334119865299303,591.6223776223766,0.0231807269872219,0.181831115045367,0.0419580419580427,0.0009324009324009,0.3222090693040532
W00104,Freelance,20,4.93,0.58,0.237,1177,0.3333333333333333,0.763,7.071573364211532,59.166666666666664,27253.833333333332,0.318061675683627,0.758689838608151,-407.3426573426571,-0.0149462518670519,-0.0450693981453421,0.7272727272727257,0.0122919334186939,0.30297729000100165
