worker_id,platform,tenure_months,avg_rating,completion_rate,cancellation_rate,jobs_completed,tenure_normalized,cancellation_reliability,jobs_completed_log,average_monthly_jobs,income_mean,income_volatility,income_consistency,income_trend,income_trend_normalized,recent_income_change,work_volume_trend,work_volume_trend_normalized
W00035,Ride-Hailing,30,4.08,0.588,0.036,430,0.5,0.964,6.066108090103747,13.916666666666666,9407.666666666666,0.22100989207592278,0.8189941838225663,-215.01398601398614,-0.022855187543562288,-0.2666994710296469,-0.14335664335664328,-0.010301076169339637
W00036,Delivery,18,4.79,0.809,0.145,1541,0.3,0.855,7.340835554123275,87.08333333333333,34100.833333333336,0.07228004567674769,0.9325921936455234,-29.125874125873985,-0.0008541103333508169,0.02759175465057811,0.8006993006993007,0.009194633118078095
W00037,Delivery,29,4.55,0.807,0.218,2089,0.48333333333333334,0.782,7.644919344958857,65.5,12520.25,0.07311818145608147,0.9318638126540083,-33.863636363636374,-0.002704709280057217,-0.043982562665421145,-0.7412587412587428,-0.011316927347461722
W00038,Ride-Hailing,33,4.28,0.832,0.039,2070,0.55,0.961,7.635786861395585,60.916666666666664,16300.333333333334,0.1027664032665582,0.9068103607779954,294.85314685314677,0.018088780199984465,0.21525543262661434,0.1783216783216762,0.0029273052528866134
W00039,Delivery,19,4.95,0.792,0.288,1008,0.31666666666666665,0.712,6.9167150203536085,54.333333333333336,21653.166666666668,0.2592968093812866,0.794093967800424,438.53846153846126,0.02025285577344936,0.1430392990256979,-0.3146853146853131,-0.005791754258011897
W00040,Home Services,21,4.56,0.826,0.106,1728,0.35,0.894,7.455298485683291,74.25,26095.083333333332,0.15462494380354255,0.8660821034281659,197.15034965035,0.007555076453751505,0.13540081919251024,0.4790209790209778,0.006451460996915526
W00041,Ride-Hailing,17,4.22,0.848,0.237,1690,0.2833333333333333,0.763,7.43307534889858,92.91666666666667,14366.916666666666,0.21573479018845612,0.8225478188750244,323.33916083916074,0.022505814458390682,0.1930579723417895,2.213286713286715,0.023820126062278547
W00042,Home Services,30,4.94,0.718,0.16,1478,0.5,0.84,7.2991214627108,47.416666666666664,40676.916666666664,0.24090397629994265,0.8058641273612029,198.67482517482568,0.004884215458189654,-0.06473750817500015,-0.9335664335664354,-0.01968857153391428
W00043,Home Services,17,4.89,0.956,0.099,705,0.2833333333333333,0.901,6.559615237493242,40.5,20955.833333333332,0.06977116485802698,0.9347793554827339,9.790209790209692,0.00046718303369195654,-0.030242866377320158,0.21678321678321508,0.005352672019338644
W00044,Delivery,28,4.32,0.933,0.032,1523,0.4666666666666667,0.968,7.329093736246592,51.083333333333336,31841.583333333332,0.2538426245578694,0.797548257184685,-205.3601398601392,-0.00644943242018867,-0.08710163066151537,0.5909090909090912,0.011567551534925112
W00045,Home Services,24,4.47,0.76,0.142,733,0.4,0.858,6.598509028614515,31.75,14796.166666666666,0.1552334272414506,0.8656259214969843,133.68531468531475,0.009035131713302866,0.1415345707447048,-1.2132867132867138,-0.03821375474918783
W00046,Home Services,12,4.44,0.908,0.075,635,0.2,0.925,6.455198563340122,54.0,72083.25,0.09541148627623908,0.9128989539806793,-328.8776223776223,-0.004562469400001003,-0.0760370512728456,-1.8601398601398627,-0.034447034447034494
W00047,Delivery,29,4.08,0.75,0.194,2430,0.48333333333333334,0.806,7.796057974316123,75.33333333333333,23310.333333333332,0.15150727317207538,0.8684269941650339,-201.58741258741247,-0.008647984981799738,-0.09422285159835309,-0.8321678321678353,-0.011046475648245601
W00048,Delivery,23,4.63,0.846,0.135,1474,0.38333333333333336,0.865,7.29641326877392,59.75,23104.166666666668,0.25251565674822013,0.798393213380022,373.36363636363546,0.016160013115829125,0.20233551694673882,-1.206293706293707,-0.020189016004915596
W00049,Home Services,43,4.76,0.788,0.35,2731,0.7166666666666667,0.65,7.912789220690681,62.583333333333336,27244.0,0.1335197572422833,0.8822078253253206,-541.9300699300708,-0.01989172184444541,-0.12387069053245743,0.9125874125874146,0.014581955993407423
W00050,Delivery,12,4.71,0.745,0.238,878,0.2,0.762,6.778784897685177,76.41666666666667,22340.083333333332,0.3248535231271603,0.7548004232495212,1017.0104895104895,0.04552402398575757,0.9495023419203747,-0.3391608391608388,-0.004438309781821227
W00051,Delivery,24,4.56,0.792,0.131,1127,0.4,0.869,7.028201432058005,50.166666666666664,31019.916666666668,0.23914182129370326,0.8070101281514075,126.0104895104901,0.004062244617371853,0.007836861489945047,-0.2867132867132874,-0.005715215017540612
W00052,Delivery,16,4.79,0.974,0.151,537,0.26666666666666666,0.849,6.2878585601617845,34.25,20701.75,0.2831533510567677,0.7793300770920555,262.2692307692311,0.012668940102611185,0.09533705479036465,-0.2132867132867132,-0.006227349293042721
W00053,Home Services,12,4.27,0.63,0.068,682,0.2,0.9319999999999999,6.52649485957079,53.583333333333336,18324.083333333332,0.18424655878803528,0.8444187509596023,-41.04545454545458,-0.0022399731434744577,0.019770745566767833,0.6958041958041968,0.01298545933071596
W00054,Home Services,12,5.0,0.909,0.104,637,0.2,0.896,6.45833828334479,50.583333333333336,24116.583333333332,0.19633801071056978,0.8358841657183876,288.73076923076894,0.011972291648448085,0.047078753496434624,-0.17832167832167956,-0.0035253050080068446
W00055,Home Services,48,4.36,0.892,0.159,3605,0.8,0.841,8.190354403763262,68.58333333333333,17631.75,0.12536306720961626,0.8886021135201646,231.3111888111892,0.013119014777953929,0.06454803065746176,1.7867132867132853,0.02605171256447075
W00056,Home Services,25,4.38,0.987,0.28,1628,0.4166666666666667,0.72,7.395721608602045,69.41666666666667,20330.083333333332,0.11550477414794821,0.8964551503276409,-342.03146853146825,-0.01682390883123786,-0.11856462388336808,-1.2482517482517486,-0.017982017982017984
W00057,Ride-Hailing,19,4.41,0.887,0.159,354,0.31666666666666665,0.841,5.872117789475416,17.583333333333332,9631.333333333334,0.3013517846736388,0.768431727513853,-99.21678321678327,-0.010301458768268492,-0.04559399132550513,-0.06643356643356678,-0.003778212309018016
W00058,Ride-Hailing,12,4.39,0.676,0.068,339,0.2,0.9319999999999999,5.8289456176102075,26.333333333333332,15467.25,0.32259500161736765,0.7560893537153289,700.3811188811183,0.04528155417938665,0.6305966746709627,-0.10489510489510342,-0.003983358413738105
W00059,Delivery,46,4.5,0.922,0.26,3962,0.7666666666666667,0.74,8.284756593190435,73.66666666666667,21676.083333333332,0.17502766838555522,0.8510437897806808,-598.4650349650352,-0.02760946365456714,-0.2460913765764163,-0.23076923076923042,-0.003132613992342494
W00060,Delivery,13,4.49,0.628,0.237,374,0.21666666666666667,0.763,5.926926025970411,32.5,19957.0,0.1424527603769787,0.8753097149242537,227.1048951048947,0.01137971113418323,0.07353241623535808,0.14685314685314613,0.004518558364712188
W00061,Home Services,25,4.58,0.988,0.065,1991,0.4166666666666667,0.935,7.596894438144544,70.58333333333333,30507.333333333332,0.28228377845674923,0.779858574833971,1620.0209790209785,0.05310267407905133,0.6307580463948185,1.737762237762238,0.024620008091082474
W00062,Ride-Hailing,22,4.35,0.681,0.249,334,0.36666666666666664,0.751,5.814130531825066,15.666666666666666,29288.916666666668,0.08290972537049125,0.9234380083324806,-502.2832167832164,-0.01714925896712521,-0.16087574760927845,-0.07692307692307718,-0.004909983633387905
W00063,Ride-Hailing,59,4.59,0.878,0.085,5194,0.9833333333333333,0.915,8.555451903533328,84.5,22542.666666666668,0.441031442073632,0.6939473843547844,549.4965034965036,0.024375843001264427,0.18173067510686203,1.8601398601398609,0.02201348946911078
W00064,Home Services,21,4.28,0.917,0.35,1002,0.35,0.65,6.910750787961936,55.166666666666664,15915.0,0.2830710457453848,0.7793800688714488,-575.1888111888119,-0.03614130136279057,-0.25772313172135075,0.958041958041955,0.017366319481123053
W00065,Ride-Hailing,15,4.73,0.955,0.11,1008,0.25,0.89,6.9167150203536085,75.33333333333333,27593.333333333332,0.09004296168683239,0.9173950340934346,-88.75524475524549,-0.003216546681151685,-0.0027951481428516185,-0.020979020979020796,-0.0002784825793675327
W00066,Ride-Hailing,25,4.73,0.736,0.02,1522,0.4166666666666667,0.98,7.328437352895162,55.5,18743.916666666668,0.1614057917955406,0.8610254977754105,84.7797202797195,0.004523052560860341,0.07634182582539063,-0.020979020979021355,-0.00037800037800038476
W00067,Ride-Hailing,26,4.55,0.861,0.241,2411,0.43333333333333335,0.759,7.788211557847076,79.0,19090.166666666668,0.1964541432094694,0.835803031545794,-546.3636363636363,-0.028620160625294152,-0.20177023121387289,-1.4125874125874178,-0.017880853323891364
W00068,Delivery,60,4.39,0.594,0.041,5014,1.0,0.959,8.520188700396035,80.83333333333333,10698.166666666666,0.11696483539350634,0.895283332395778,170.9440559440559,0.01597881779844421,0.2314033171119277,-0.5804195804195791,-0.007180448417561804
W00069,Delivery,21,4.63,0.956,0.258,1255,0.35,0.742,7.135687347028144,55.25,23169.333333333332,0.06814291220262852,0.9362043117787392,258.63636363636505,0.011162874646214755,0.11768102210312807,-0.4090909090909094,-0.007404360345536822
W00070,Ride-Hailing,12,4.33,0.769,0.092,268,0.2,0.908,5.594711379601839,30.333333333333332,21886.666666666668,0.17437536544373267,0.8515164992601445,-137.9580419580424,-0.006303291591138093,-0.12755316592574792,-0.17482517482517515,-0.005763467301928851
W00071,Delivery,17,4.56,0.578,0.036,360,0.2833333333333333,0.964,5.8888779583328805,24.333333333333332,27447.583333333332,0.16043275069169743,0.8617474811909018,167.8426573426571,0.006115024966107779,0.015051212387913064,-0.15384615384615435,-0.006322444678609083
W00072,Ride-Hailing,25,4.51,0.845,0.072,821,0.4166666666666667,0.928,6.71174039505618,38.333333333333336,19626.0,0.34346241155210383,0.744345350790052,1151.1748251748247,0.058655600997392476,0.6503138494413034,0.7132867132867132,0.01860747947704469
W00073,Freelance,28,5.0,0.692,0.063,1194,0.4666666666666667,0.937,7.085901464365611,38.166666666666664,12919.833333333334,0.16348928839447852,0.8594836325308327,326.1188811188807,0.025241725083054275,0.24106568158285063,-0.24475524475524466,-0.006412801172626498
W00074,Delivery,12,4.24,0.83,0.135,1039,0.2,0.865,6.946975992135418,87.25,29091.25,0.11119130454037938,0.8999350480101432,-151.5629370629378,-0.005209914907848161,-0.026166979607877384,1.0244755244755246,0.01174183982206905
W00075,Delivery,15,3.88,0.864,0.075,686,0.25,0.925,6.532334292222349,42.75,23253.0,0.16210046772562886,0.8605107972782431,49.37762237762275,0.002123494705097095,-0.06067451070095935,0.46503496503496466,0.01087801087801087
W00076,Delivery,57,4.39,0.529,0.111,3802,0.95,0.889,8.24354550792826,61.25,30613.666666666668,0.12937045527497057,0.8854490529031305,-228.18881118881123,-0.00745382164356261,-0.06374538221085531,-1.989510489510488,-0.03248180391037531
W00077,Delivery,12,4.12,0.798,0.041,333,0.2,0.959,5.811140992976701,26.25,11212.333333333334,0.2552300166976653,0.7966667357357022,-69.76923076923059,-0.006222543398867074,-0.10925716688125707,0.3181818181818172,0.012121212121212083
W00078,Home Services,35,4.37,0.79,0.251,1913,0.5833333333333334,0.749,7.5569505720129,52.083333333333336,18974.833333333332,0.12265933474991396,0.8907421593058434,-254.13986013986022,-0.013393522655791103,-0.06902128210104153,0.7377622377622373,0.014165034965034955
W00079,Ride-Hailing,17,4.23,0.827,0.045,1076,0.2833333333333333,0.955,6.981934677156389,53.083333333333336,33813.416666666664,0.19403906309584185,0.8374935384502852,654.8916083916081,0.019367803462381296,0.2622194228126431,-0.513986013986014,-0.009682625067240451
W00080,Home Services,21,4.32,0.697,0.23,991,0.35,0.77,6.899723107284872,54.083333333333336,13196.166666666666,0.14558857591407823,0.8729137327526931,77.22377622377644,0.005851985517797576,0.01110094394143719,-0.22727272727272937,-0.004202269225381745
W00081,Home Services,12,4.28,0.79,0.342,405,0.2,0.6579999999999999,6.0063531596017325,32.833333333333336,35041.25,0.1532859140545285,0.867087673415145,37.51398601398556,0.0010705664328180518,-0.034468503937007844,-0.4055944055944053,-0.01235312910439813
W00082,Ride-Hailing,18,4.79,0.855,0.135,1279,0.3,0.865,7.154615356913663,67.41666666666667,36190.25,0.0897273429211492,0.9176607400887786,-374.751748251748,-0.010355047236527738,-0.0631634958434738,-1.1433566433566433,-0.016959554660419925
W00083,Home Services,25,4.54,0.701,0.031,1593,0.4166666666666667,0.969,7.374001859350161,75.08333333333333,26919.75,0.0890684056874068,0.9182159676818575,-145.89860139860048,-0.0054197606366552615,-0.018686257160154613,1.4720279720279719,0.01960525600925157
W00084,Delivery,21,4.82,0.554,0.069,930,0.35,0.931,6.836259277277067,50.333333333333336,16185.5,0.13842640604894382,0.8784054855777893,124.979020979021,0.00772166574891236,0.0586261214985275,-0.22377622377622386,-0.004445885240587229
W00085,Delivery,19,4.56,0.719,0.036,319,0.31666666666666665,0.964,5.768320995793772,17.333333333333332,16055.416666666666,0.15180378674937092,0.8682034314387933,-8.178321678321533,-0.0005093808431207453,0.005164685246540778,0.09790209790209783,0.00564819795589026
W00086,Delivery,30,4.78,0.803,0.35,2044,0.5,0.65,7.623153068476902,68.25,23465.916666666668,0.19239962077994915,0.8386450167988979,391.8006993006988,0.016696586153706564,0.13387137294309762,1.1013986013985997,0.016137708445400727
W00087,Home Services,12,4.47,0.936,0.111,763,0.2,0.889,6.638567789166521,60.583333333333336,30564.833333333332,0.06625415060173229,0.9378627032172937,-212.09790209790273,-0.006939278869438278,-0.05890327802509099,-0.11538461538461604,-0.001904560363982658
W00088,Ride-Hailing,25,4.95,0.757,0.209,2215,0.4166666666666667,0.791,7.703459047867175,90.41666666666667,42119.833333333336,0.20693559648875703,0.828544624012434,407.09790209790066,0.009665230602318796,0.11259532254892679,0.13636363636363516,0.0015081692501047205
W00089,Delivery,12,4.67,0.949,0.265,435,0.2,0.735,6.077642243349034,34.25,23622.75,0.3978123993628142,0.715403583811279,-241.26923076923023,-0.010213426919779884,-0.3165188011671727,0.23426573426573427,0.00683987545301414
W00090,Ride-Hailing,41,4.36,0.5,0.298,3627,0.6833333333333333,0.702,8.196436811235028,86.91666666666667,17460.666666666668,0.1897584751520846,0.840506725427757,155.25874125874134,0.00889191370654469,0.05106225103491355,1.0524475524475558,0.0121086966724551
W00091,Delivery,19,4.7,0.775,0.35,1038,0.31666666666666665,0.65,6.946013991099227,44.75,37277.916666666664,0.26337053292064083,0.7915334210686513,-363.62587412587317,-0.009754458044889128,-0.030637552125304033,0.5559440559440562,0.012423330859085055
W00092,Home Services,34,4.56,0.687,0.074,3335,0.5666666666666667,0.926,8.112527763478637,97.33333333333333,40820.5,0.15781250918370665,0.8636976989521652,1236.9300699300704,0.03030168836565134,0.34034984595427287,-1.1118881118881123,-0.011423507998850469
W00093,Ride-Hailing,12,4.5,0.5,0.065,482,0.2,0.935,6.180016653652572,43.333333333333336,26180.916666666668,0.318683086565506,0.7583323166785189,-51.877622377623396,-0.0019815051947235126,-0.10183457334658176,-0.8531468531468539,-0.019688004303388934
W00094,Delivery,31,4.57,0.902,0.074,2048,0.5166666666666667,0.926,7.6251071482389,65.75,28835.833333333332,0.10549590535365197,0.9045714191768957,-394.44755244755385,-0.013679075887554971,-0.09997008950141492,-1.1433566433566429,-0.017389454651812058
W00095,Delivery,13,4.74,0.848,0.01,291,0.21666666666666667,0.99,5.676753802268282,23.0,34808.0,0.30811747163007813,0.7644573378825641,-2486.6433566433584,-0.07143884614581011,-0.483291183749645,-0.2727272727272726,-0.011857707509881417
W00096,Ride-Hailing,21,4.02,0.952,0.15,1030,0.35,0.85,6.93828448401696,52.416666666666664,8281.583333333334,0.1206414194102144,0.8923460999025834,47.25524475524463,0.005706064028244756,0.03350401695064889,0.010489510489510398,0.00020011784717666897
W00097,Delivery,31,4.46,0.814,0.098,1474,0.5166666666666667,0.902,7.29641326877392,53.416666666666664,24336.416666666668,0.10179834580613184,0.9076070987094731,-381.98951048951017,-0.015696210157870823,-0.15519826929222907,-1.1083916083916094,-0.020749920905927168
W00098,Delivery,20,4.72,0.919,0.122,1280,0.3333333333333333,0.878,7.155396301896734,63.5,20644.5,0.0736896694038949,0.9313678137139879,-11.293706293706729,-0.0005470564215024209,-0.026613321238823436,-0.18881118881118827,-0.0029734045482076896
W00099,Delivery,29,4.61,0.923,0.126,1570,0.48333333333333334,0.874,7.359467638255621,46.5,15455.5,0.11613881461746106,0.8959459046702306,-235.08391608391577,-0.0152103727529951,-0.11451070100961225,-0.06993006993007006,-0.00150387247161441
W00100,Freelance,17,4.27,0.71,0.155,915,0.2833333333333333,0.845,6.82001636467413,55.0,26652.5,0.16993516742829967,0.8547482183975684,350.0769230769232,0.013134862511093639,0.22632369188928864,0.9370629370629371,0.017037507946598855
W00101,Freelance,42,3.96,0.919,0.308,3350,0.7,0.692,8.11701408773731,76.66666666666667,25474.833333333332,0.23560453844416643,0.8093204329430255,-273.1188811188819,-0.010721125337511475,0.0,-0.6503496503496491,-0.008482821526299771
W00102,Home Services,19,4.98,0.949,0.071,864,0.31666666666666665,0.929,6.762729506931879,43.166666666666664,24752.75,0.3478807551713456,0.7419053919742906,572.898601398602,0.023144846588706386,0.1199558711562069,0.678321678321679,0.01571401571401573
W00103,Delivery,19,4.5,0.612,0.066,1008,0.31666666666666665,0.9339999999999999,6.9167150203536085,45.0,25522.166666666668,0.19988675008586174,0.8334119865299303,591.6223776223766,0.023180726987221952,0.181831115045367,0.04195804195804271,0.0009324009324009491
W00104,Freelance,20,4.93,0.58,0.237,1177,0.3333333333333333,0.763,7.071573364211532,59.166666666666664,27253.833333333332,0.318061675683627,0.758689838608151,-407.34265734265716,-0.014946251867051993,-0.0450693981453421,0.7272727272727257,0.012291933418693956
W00105,Home Services,21,4.75,0.746,0.12,1134,0.35,0.88,7.034387929915503,57.416666666666664,24484.166666666668,0.1455514803721712,0.8729419996691168,-450.0629370629375,-0.018381795189936524,-0.16936560603857395,0.35314685314685357,0.006150598313152748
W00106,Home Services,12,4.35,0.962,0.35,648,0.2,0.65,6.47543271670409,52.75,18070.666666666668,0.3416006018457113,0.7453783179764879,461.9580419580419,0.025563973398401198,0.058580620378373256,0.010489510489509283,0.00019885327942197693
W00107,Ride-Hailing,12,3.92,0.924,0.344,677,0.2,0.656,6.519147287940395,54.75,15834.25,0.17984182131188337,0.8475712438198584,0.9755244755249776,6.160850533021631e-05,0.04988408188926866,-0.4230769230769237,-0.007727432384966643
W00108,Delivery,36,4.43,0.795,0.117,1037,0.6,0.883,6.945051063725834,31.333333333333332,56603.833333333336,0.09951480985351023,0.9094920696277219,-530.0279720279729,-0.009363817621797808,-0.08565710627548469,-0.22377622377622386,-0.007141794375836932
W00109,Delivery,33,4.54,0.744,0.243,3038,0.55,0.757,8.019283792916793,88.91666666666667,32579.0,0.21735318097230036,0.8214542957872749,-710.8881118881126,-0.02182043991184851,-0.22409192226791824,2.933566433566432,0.032992312280034845
W00110,Freelance,32,4.66,0.849,0.108,1214,0.5333333333333333,0.892,7.102499355774649,46.5,31287.083333333332,0.19574410456226776,0.8362993354385596,-526.3181818181821,-0.016822219451099855,-0.11229965197350808,-1.4615384615384615,-0.03143093465674111
W00111,Ride-Hailing,27,4.27,0.938,0.228,1127,0.45,0.772,7.028201432058005,36.166666666666664,25263.083333333332,0.2479850644938723,0.8012916407822203,-1115.9475524475533,-0.04417305432291071,-0.2514523015187924,0.027972027972027635,0.0007734201282588287
